,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,gloss
3089,25,-1,1,9,4,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Balloon-Unhi156uf3o.mp4,0,4869,695,51,1715,1080,balloon
3090,25,-1,1,10,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466648685.4078.mp4,0,4870,61,22,597,480,balloon
3084,25,-1,1,3,41,aslsearch,train,http://www.aslsearch.com/signs/videos/balloon.mp4,0,4875,138,40,560,400,balloon
1754,25,-1,1,15,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/123617.mp4,0,5467,41,12,270,240,beard
1755,25,-1,1,16,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/186277.mp4,0,5468,66,0,251,240,beard
1747,25,-1,1,3,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/beard.mp4,0,5470,203,19,556,414,beard
1748,25,-1,1,4,4,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Beard-nm7gopWGZw8.mp4,0,5471,485,33,1646,1080,beard
1749,25,-1,1,5,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466650094.4952.mp4,0,5472,106,27,550,480,beard
1750,25,-1,1,6,34,asldeafined,train,https://media.asldeafined.com/vocabulary/1546572824.1237.mp4,0,5473,147,20,550,480,beard
1753,25,-1,1,14,41,aslsearch,train,http://www.aslsearch.com/signs/videos/beard.mp4,0,5479,235,40,502,400,beard
45,25,-1,1,20,38,startasl,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/before.mp4,1,5727,386,45,810,720,before
42,25,-1,1,15,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466681314.2550.mp4,0,5732,103,25,528,480,before
43,25,-1,1,16,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466681379.1244.mp4,1,5733,95,23,533,480,before
44,25,-1,1,17,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468755772.9751.mp4,0,5734,129,0,555,480,before
46,25,-1,1,23,10,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/22/22829.mp4,1,5739,74,23,209,192,before
47,25,-1,1,24,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22831.mp4,1,5740,90,22,203,192,before
50,25,-1,1,27,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9194.mp4,0,5743,43,3,212,192,before
37,25,-1,1,10,12,aslsearch,val,http://www.aslsearch.com/signs/videos/before.mp4,1,5750,171,52,513,400,before
4059,25,-1,1,8,26,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/124308.mp4,0,6192,0,8,318,240,big
4061,25,-1,1,10,6,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Big-xq5Enus558k.mp4,0,6193,388,66,1505,1080,big
4062,25,-1,1,11,59,asldeafined,test,https://media.asldeafined.com/vocabulary/1466682008.3990.mp4,0,6194,128,9,578,480,big
4056,25,-1,1,4,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/9/9557.mp4,0,6200,36,7,235,192,big
585,25,-1,1,11,19,elementalasl,val,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/bird.mov,0,6330,90,12,232,180,bird
587,25,-1,1,17,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/124323.mp4,0,6331,37,6,256,240,bird
588,25,-1,1,18,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/bird.mp4,0,6332,219,16,530,414,bird
582,25,-1,1,5,59,asldeafined,test,https://media.asldeafined.com/vocabulary/1466682238.9870.mp4,0,6335,86,18,509,480,bird
1081,25,-1,1,9,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/125568.mp4,0,7932,51,5,257,240,brother
1083,25,-1,1,13,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/brother.mp4,0,7933,196,13,529,414,brother
1077,25,-1,1,3,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Brother.mp4,0,7937,248,12,612,360,brother
1078,25,-1,1,4,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466724511.7331.mp4,0,7938,98,28,530,480,brother
1411,25,-1,1,16,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466726118.1106.mp4,1,8691,96,17,536,480,call
1412,25,-1,1,17,17,asldeafined,train,https://media.asldeafined.com/vocabulary/1471143923.4012.mp4,1,8692,22,19,586,480,call
1413,25,-1,1,19,15,asldeafined,val,https://media.asldeafined.com/vocabulary/1527808150.9457.mp4,0,8694,85,23,532,480,call
1406,25,-1,1,6,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/9/9229.mp4,1,8707,51,14,208,192,call
4104,25,-1,1,6,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/125824.mp4,0,9305,44,0,266,240,carrot
4105,25,-1,1,10,56,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/51392.mp4,0,9306,43,0,272,240,carrot
4107,25,-1,1,12,32,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Carrot-1PNIJ1yFCD0.mp4,0,9308,675,85,1612,1072,carrot
4108,25,-1,1,13,4,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Carrot%202-Rg8mCLofZaQ.mp4,0,9309,338,29,1026,717,carrot
4109,25,-1,1,14,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Corn%203-Eatzxv2w41I.mp4,0,9310,487,36,1559,1080,carrot
4103,25,-1,1,2,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466727674.6974.mp4,0,9311,88,26,518,480,carrot
598,25,-1,1,17,66,elementalasl,train,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/change.mov,0,9949,94,12,223,180,change
591,25,-1,1,5,2,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/125921.mp4,0,9950,64,4,266,240,change
593,25,-1,1,10,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/change.mp4,0,9953,423,55,817,720,change
595,25,-1,1,13,52,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Change%2C%20Mutation%2C%20Transformation-EW5b3lokmuw.mp4,0,9955,367,6,827,480,change
597,25,-1,1,15,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466729718.948.mp4,0,9957,112,19,561,480,change
599,25,-1,1,19,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468760882.9730.mp4,0,9960,149,0,591,480,change
600,25,-1,1,22,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14623.mp4,0,9963,80,14,203,192,change
589,25,-1,1,2,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/5/5424.mp4,0,9966,48,11,215,192,change
592,25,-1,1,7,12,aslsearch,train,http://www.aslsearch.com/signs/videos/change.mp4,0,9970,190,56,551,400,change
1804,25,-1,1,13,37,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/455918.mp4,0,10102,66,0,231,240,chat
1800,25,-1,1,6,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466730715.6615.mp4,0,10107,105,20,583,480,chat
1801,25,-1,1,8,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22576.mp4,0,10109,73,20,214,192,chat
1802,25,-1,1,10,10,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/22/22578.mp4,0,10111,84,20,199,192,chat
1805,25,-1,1,15,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22579.mp4,0,10112,67,18,225,192,chat
1104,25,-1,1,10,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/125943.mp4,0,10183,42,1,251,240,check
1097,25,-1,1,1,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Card-Ubjzc778qdo.mp4,1,10184,363,9,829,480,check
1099,25,-1,1,3,59,asldeafined,test,https://media.asldeafined.com/vocabulary/1466731128.19.mp4,1,10186,70,23,543,480,check
1100,25,-1,1,4,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466731165.5151.mp4,0,10187,88,23,501,480,check
1101,25,-1,1,5,21,asldeafined,val,https://media.asldeafined.com/vocabulary/1468378356.4361.mp4,0,10188,40,12,587,480,check
1102,25,-1,1,7,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23211.mp4,0,10190,48,19,202,192,check
1431,25,-1,1,11,56,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/399313.mp4,0,11621,59,16,263,240,cold
1425,25,-1,1,2,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cold.mp4,0,11622,210,16,540,414,cold
1429,25,-1,1,7,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Cold.mp4,0,11627,411,31,1128,720,cold
1430,25,-1,1,8,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466899767.7689.mp4,0,11628,116,29,513,480,cold
1432,25,-1,1,15,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22759.mp4,0,11633,88,22,216,192,cold
1433,25,-1,1,16,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/22/22867.mp4,0,11634,65,21,233,192,cold
23,25,-1,1,13,56,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/51378.mp4,1,12311,27,0,313,240,computer
25,25,-1,1,16,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer.mp4,1,12313,409,51,833,720,computer
26,25,-1,1,17,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%203-ZIm7kG5ie_M.mp4,0,12314,257,38,1684,1080,computer
27,25,-1,1,18,4,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%205-wOn7bu44o4s.mp4,1,12315,436,35,1765,1080,computer
28,25,-1,1,19,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%201-_2YnCKHJy6U.mp4,2,12316,412,18,1698,1080,computer
29,25,-1,1,20,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%202-_HHzYqXw-xU.mp4,2,12317,473,44,1708,1080,computer
30,25,-1,1,21,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%204-1f6Cc5NXBgw.mp4,0,12318,365,45,1673,1080,computer
31,25,-1,1,22,45,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Republic%20of%20Congo-b6U1CIWIPIw.mp4,2,12319,494,99,1414,1077,computer
32,25,-1,1,23,59,asldeafined,test,https://media.asldeafined.com/vocabulary/1466901185.5915.mp4,1,12320,74,19,565,480,computer
21,25,-1,1,3,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6326.mp4,1,12328,56,11,240,192,computer
24,25,-1,1,15,41,aslsearch,train,http://www.aslsearch.com/signs/videos/computer.mp4,1,12338,221,42,501,400,computer
240,25,-1,1,12,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466903138.2211.mp4,1,13201,125,18,533,480,cool
242,25,-1,1,14,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466903216.3416.mp4,0,13202,114,30,509,480,cool
246,25,-1,1,22,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23043.mp4,2,13209,73,21,200,192,cool
233,25,-1,1,3,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/24/24134.mp4,1,13213,73,16,215,192,cool
618,25,-1,1,14,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/184770.mp4,0,13323,12,0,271,240,corn
611,25,-1,1,4,0,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/69483.mp4,1,13325,61,15,292,240,corn
612,25,-1,1,5,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Corn%202-FKgZc_MRxV4.mp4,0,13326,333,33,1027,720,corn
613,25,-1,1,6,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Corn-o98GdAgQyjY.mp4,0,13327,382,27,1022,719,corn
615,25,-1,1,8,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466903438.4804.mp4,0,13329,87,24,522,480,corn
619,25,-1,1,17,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7286.mp4,0,13333,68,14,225,192,corn
620,25,-1,1,18,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/8/8825.mp4,0,13334,67,9,218,192,corn
1850,25,-1,1,13,19,elementalasl,train,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/country.mov,0,13543,90,11,255,180,country
1851,25,-1,1,14,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/country.mp4,0,13544,408,57,823,720,country
1852,25,-1,1,15,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Country-Htom5pC0IUU.mp4,0,13545,779,79,1666,1080,country
1844,25,-1,1,1,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466904058.6403.mp4,0,13546,140,17,593,480,country
1845,25,-1,1,4,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23151.mp4,0,13549,89,22,221,192,country
1846,25,-1,1,5,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23277.mp4,0,13550,89,22,215,192,country
1848,25,-1,1,11,12,aslsearch,val,http://www.aslsearch.com/signs/videos/country2.mp4,0,13554,170,57,532,400,country
1849,25,-1,1,12,12,aslsearch,test,http://www.aslsearch.com/signs/videos/country.mp4,0,13555,184,53,532,400,country
114,25,-1,1,13,35,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/47501.mp4,0,13630,67,17,251,234,cousin
111,25,-1,1,8,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466904377.9296.mp4,0,13634,99,24,512,480,cousin
112,25,-1,1,9,59,asldeafined,test,https://media.asldeafined.com/vocabulary/1466904400.1624.mp4,0,13635,59,25,528,480,cousin
115,25,-1,1,16,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6148.mp4,0,13640,52,9,225,192,cousin
116,25,-1,1,17,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/6/6150.mp4,0,13641,79,8,222,192,cousin
627,25,-1,1,10,35,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/357956.mp4,1,13695,36,0,254,240,cow
629,25,-1,1,18,36,startasl,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cow.mp4,1,13696,152,16,525,414,cow
622,25,-1,1,2,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cow-6-hRTBII8CE.mp4,0,13697,413,77,1655,1080,cow
624,25,-1,1,4,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466904642.2093.mp4,0,13699,63,29,610,480,cow
626,25,-1,1,8,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/14/14633.mp4,0,13703,34,0,257,192,cow
1860,25,-1,1,13,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466904958.2814.mp4,1,13800,74,14,570,480,crash
1861,25,-1,1,16,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/24/24332.mp4,1,13803,40,15,252,192,crash
1855,25,-1,1,3,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/24/24333.mp4,1,13804,43,13,243,192,crash
1856,25,-1,1,4,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/24/24334.mp4,1,13805,46,17,239,192,crash
1857,25,-1,1,5,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/24/24336.mp4,0,13806,42,13,198,192,crash
645,25,-1,1,12,35,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/51156.mp4,0,14671,39,0,288,240,dark
638,25,-1,1,2,4,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Dark%203-5soiYfTU5hI.mp4,1,14673,520,34,1709,1080,dark
641,25,-1,1,5,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466906399.7678.mp4,1,14676,79,26,581,480,dark
1865,25,-1,1,8,8,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/456643.mp4,0,14792,51,0,261,240,day
1870,25,-1,1,15,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466906673.7670.mp4,0,14796,103,19,546,480,day
1866,25,-1,1,11,12,aslsearch,val,http://www.aslsearch.com/signs/videos/day.mp4,0,14803,173,62,534,400,day
119,25,-1,1,6,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/deaf.mp4,0,14882,186,15,525,414,deaf
122,25,-1,1,11,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf%202-VoHLEG8FIH4.mp4,0,14884,677,59,1527,1061,deaf
126,25,-1,1,15,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466906743.302.mp4,0,14887,111,30,517,480,deaf
127,25,-1,1,16,15,asldeafined,test,https://media.asldeafined.com/vocabulary/1522766619.2346.mp4,0,14888,95,28,530,480,deaf
128,25,-1,1,21,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23016.mp4,0,14893,66,24,205,192,deaf
129,25,-1,1,22,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23017.mp4,0,14894,60,24,206,192,deaf
120,25,-1,1,9,12,aslsearch,val,http://www.aslsearch.com/signs/videos/deaf.mp4,0,14903,170,62,532,400,deaf
3229,25,-1,1,7,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/74965.mp4,1,15093,55,8,264,240,decorate
3230,25,-1,1,8,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Decorate%203-cUmXEazwV_E.mp4,0,15094,174,21,1899,1080,decorate
3231,25,-1,1,9,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Decorate-3DpvG2tEL-Q.mp4,0,15095,340,47,1677,1080,decorate
3232,25,-1,1,10,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466907412.9093.mp4,0,15096,53,11,576,480,decorate
3260,25,-1,1,5,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/58456.mp4,0,16404,46,0,253,240,dirty
3261,25,-1,1,7,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/dirty.mp4,0,16405,216,16,531,414,dirty
3263,25,-1,1,9,21,asldeafined,test,https://media.asldeafined.com/vocabulary/1467770287.2443.mp4,0,16407,42,12,529,480,dirty
656,25,-1,1,13,8,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/456750.mp4,1,17013,57,0,231,240,doctor
658,25,-1,1,19,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/doctor2.mp4,1,17014,233,13,524,414,doctor
649,25,-1,1,3,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/doctor.mp4,1,17015,229,14,528,414,doctor
651,25,-1,1,5,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1467772429.4932.mp4,1,17017,93,12,562,480,doctor
652,25,-1,1,7,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22643.mp4,1,17019,93,20,203,192,doctor
653,25,-1,1,8,10,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/22/22644.mp4,0,17020,91,21,201,192,doctor
410,25,-1,1,17,8,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/456751.mp4,0,17083,53,0,233,240,dog
402,25,-1,1,5,8,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/456752.mp4,1,17084,53,0,229,240,dog
404,25,-1,1,7,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/dog.mp4,1,17086,417,61,834,720,dog
405,25,-1,1,8,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1467772624.2233.mp4,0,17087,101,15,546,480,dog
15,25,-1,1,27,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/153289.mp4,0,17709,41,9,257,240,drink
8,25,-1,1,11,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/drink.mp4,0,17710,196,15,521,414,drink
13,25,-1,1,20,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink-L6hHRIQzWBo.mp4,0,17712,673,90,1571,1072,drink
14,25,-1,1,21,21,asldeafined,test,https://media.asldeafined.com/vocabulary/1467773819.9825.mp4,0,17713,28,0,542,480,drink
17,25,-1,1,31,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,0,17721,66,19,209,192,drink
18,25,-1,1,32,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,0,17722,66,19,209,192,drink
19,25,-1,1,33,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23389.mp4,0,17723,65,20,208,192,drink
1897,25,-1,1,6,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/91484.mp4,0,17820,29,32,237,240,drop
1899,25,-1,1,11,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/drop.mp4,1,17821,432,59,821,720,drop
1901,25,-1,1,13,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drop-nPOOydtkU3I.mp4,1,17823,715,58,1559,1080,drop
1902,25,-1,1,14,21,asldeafined,val,https://media.asldeafined.com/vocabulary/1468206573.8832.mp4,0,17824,14,13,540,480,drop
1898,25,-1,1,10,12,aslsearch,val,http://www.aslsearch.com/signs/videos/drop.mp4,1,17832,180,64,545,400,drop
2507,25,-1,1,9,19,elementalasl,train,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/environment.mov,0,19406,96,10,249,180,environment
2509,25,-1,1,13,77,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/185053.mp4,1,19407,6,0,281,240,environment
