,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,gloss
2524,25,-1,1,10,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/7/7141.mp4,0,21283,54,14,224,192,fault
2525,25,-1,1,13,41,aslsearch,test,http://www.aslsearch.com/signs/videos/fault.mp4,0,21286,171,37,477,400,fault
131,25,-1,1,9,12,aslsearch,test,http://www.aslsearch.com/signs/videos/cost.mp4,1,21890,166,54,515,400,fine
132,25,-1,1,10,41,aslsearch,train,http://www.aslsearch.com/signs/videos/fine.mp4,0,21891,236,35,486,400,fine
252,25,-1,1,14,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7267.mp4,0,21950,74,13,227,192,finish
255,25,-1,1,18,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/8/8336.mp4,1,21951,96,16,231,192,finish
3390,25,-1,1,3,12,aslsearch,train,http://www.aslsearch.com/signs/videos/follow.mp4,0,22723,186,51,528,400,follow
4369,25,-1,1,9,12,aslsearch,train,http://www.aslsearch.com/signs/videos/fix.mp4,1,23055,178,50,542,400,form
4370,25,-1,1,10,12,aslsearch,train,http://www.aslsearch.com/signs/videos/form.mp4,0,23056,170,45,535,400,form
887,25,-1,1,9,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/7/7838.mp4,1,23776,67,18,218,192,full
882,25,-1,1,2,12,aslsearch,train,http://www.aslsearch.com/signs/videos/full.mp4,1,23782,182,52,545,400,full
690,25,-1,1,26,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7424.mp4,1,24651,74,16,221,192,give
682,25,-1,1,10,12,aslsearch,train,http://www.aslsearch.com/signs/videos/give.mp4,1,24660,181,63,541,400,give
2548,25,-1,1,13,12,aslsearch,test,http://www.aslsearch.com/signs/videos/glasses.mp4,0,24732,182,55,539,400,glasses
64,25,-1,1,11,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23519.mp4,1,24962,88,25,217,192,go
66,25,-1,1,25,41,aslsearch,train,http://www.aslsearch.com/signs/videos/go.mp4,0,24973,229,42,573,400,go
1958,25,-1,1,9,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23369.mp4,0,25250,38,22,207,192,government
1959,25,-1,1,12,12,aslsearch,test,http://www.aslsearch.com/signs/videos/govern.mp4,0,25253,157,66,536,400,government
432,25,-1,1,5,12,aslsearch,train,http://www.aslsearch.com/signs/videos/graduate.mp4,0,25339,175,60,532,400,graduate
4411,25,-1,1,4,12,aslsearch,train,http://www.aslsearch.com/signs/videos/grammar.mp4,0,25380,144,58,570,400,grammar
4430,25,-1,1,9,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22945.mp4,0,25631,37,15,243,192,great
4431,25,-1,1,15,12,aslsearch,test,http://www.aslsearch.com/signs/videos/great.mp4,0,25637,157,55,535,400,great
1149,25,-1,1,4,12,aslsearch,val,http://www.aslsearch.com/signs/videos/hair.mp4,0,26174,150,47,565,400,hair
446,25,-1,1,18,12,aslsearch,train,http://www.aslsearch.com/signs/videos/hat.mp4,0,26741,137,29,544,400,hat
1167,25,-1,1,6,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14190.mp4,0,26840,45,7,228,192,headache
1169,25,-1,1,14,12,aslsearch,train,http://www.aslsearch.com/signs/videos/headache.mp4,0,26846,149,55,571,400,headache
1967,25,-1,1,8,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/23/23801.mp4,0,26952,68,18,208,192,hear
1968,25,-1,1,12,41,aslsearch,train,http://www.aslsearch.com/signs/videos/listen.mp4,1,26956,241,47,491,400,hear
1983,25,-1,1,8,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22197.mp4,1,27929,69,7,198,192,hope
1986,25,-1,1,16,12,aslsearch,train,http://www.aslsearch.com/signs/videos/hope.mp4,0,27934,165,48,573,400,hope
257,25,-1,1,3,12,aslsearch,train,http://www.aslsearch.com/signs/videos/heat2.mp4,0,28125,197,49,571,400,hot
896,25,-1,1,15,12,aslsearch,train,http://www.aslsearch.com/signs/videos/how.mp4,0,28214,176,54,560,400,how
2598,25,-1,1,4,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/8/8928.mp4,0,29145,68,11,211,192,improve
2601,25,-1,1,8,12,aslsearch,train,http://www.aslsearch.com/signs/videos/improve.mp4,0,29147,180,53,548,400,improve
1179,25,-1,1,16,12,aslsearch,train,http://www.aslsearch.com/signs/videos/inform.mp4,1,29661,198,62,557,400,inform
2011,25,-1,1,18,41,aslsearch,train,http://www.aslsearch.com/signs/videos/interest.mp4,1,30168,252,46,503,400,interest
465,25,-1,1,10,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/5/5948.mp4,0,31756,79,8,220,192,kiss
459,25,-1,1,3,41,aslsearch,train,http://www.aslsearch.com/signs/videos/kiss.mp4,1,31767,229,48,487,400,kiss
702,25,-1,1,20,12,aslsearch,train,http://www.aslsearch.com/signs/videos/last3.mp4,1,32261,155,61,542,400,last
692,25,-1,1,3,12,aslsearch,val,http://www.aslsearch.com/signs/videos/last.mp4,0,32263,168,56,547,400,last
479,25,-1,1,4,12,aslsearch,train,http://www.aslsearch.com/signs/videos/later.mp4,1,32338,178,55,542,400,later
1197,25,-1,1,21,10,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/22/22293.mp4,0,32389,72,22,217,192,laugh
1187,25,-1,1,7,12,aslsearch,val,http://www.aslsearch.com/signs/videos/laugh.mp4,0,32398,171,54,540,400,laugh
1556,25,-1,1,26,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22740.mp4,1,32669,92,15,254,192,leave
1547,25,-1,1,9,12,aslsearch,train,http://www.aslsearch.com/signs/videos/leave.mp4,1,32677,180,53,569,400,leave
915,25,-1,1,17,41,aslsearch,train,http://www.aslsearch.com/signs/videos/letter.mp4,0,32959,231,40,481,400,letter
268,25,-1,1,4,12,aslsearch,train,http://www.aslsearch.com/signs/videos/like4.mp4,0,33285,189,57,540,400,like
270,25,-1,1,6,12,aslsearch,test,http://www.aslsearch.com/signs/videos/like.mp4,1,33286,184,61,541,400,like
1563,25,-1,1,14,41,aslsearch,train,http://www.aslsearch.com/signs/videos/list.mp4,0,33486,239,45,496,400,list
1573,25,-1,1,15,41,aslsearch,train,http://www.aslsearch.com/signs/videos/lose2.mp4,0,34017,234,40,523,400,lose
1574,25,-1,1,16,41,aslsearch,train,http://www.aslsearch.com/signs/videos/lose.mp4,1,34018,243,39,510,400,lose
2035,25,-1,1,5,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22337.mp4,0,34583,73,24,215,192,make
2036,25,-1,1,6,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22338.mp4,0,34584,81,23,217,192,make
2038,25,-1,1,10,12,aslsearch,val,http://www.aslsearch.com/signs/videos/fix.mp4,0,34586,178,50,542,400,make
285,25,-1,1,20,41,aslsearch,train,http://www.aslsearch.com/signs/videos/many.mp4,0,34839,223,39,471,400,many
711,25,-1,1,18,12,aslsearch,train,http://www.aslsearch.com/signs/videos/meet.mp4,0,35523,184,54,560,400,meet
3530,25,-1,1,4,12,aslsearch,train,http://www.aslsearch.com/signs/videos/minute.mp4,0,36251,199,52,551,400,minute
2683,25,-1,1,17,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9912.mp4,0,37098,65,7,217,192,move
2675,25,-1,1,2,12,aslsearch,train,http://www.aslsearch.com/signs/videos/move.mp4,0,37102,194,52,559,400,move
2686,25,-1,1,7,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14713.mp4,0,37794,67,13,207,192,near
2687,25,-1,1,9,12,aslsearch,train,http://www.aslsearch.com/signs/videos/close.mp4,0,37796,186,57,555,400,near
3580,25,-1,1,16,12,aslsearch,train,http://www.aslsearch.com/signs/videos/necklace.mp4,1,37864,186,54,587,400,necklace
2075,25,-1,1,4,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9561.mp4,0,38130,52,11,218,192,new
2077,25,-1,1,9,12,aslsearch,test,http://www.aslsearch.com/signs/videos/new.mp4,0,38133,198,59,568,400,new
300,25,-1,1,9,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/9/9785.mp4,0,39000,64,12,213,192,now
302,25,-1,1,17,12,aslsearch,train,http://www.aslsearch.com/signs/videos/now.mp4,0,39006,200,52,569,400,now
2095,25,-1,1,13,12,aslsearch,train,http://www.aslsearch.com/signs/videos/office.mp4,1,39468,206,57,555,400,office
2101,25,-1,1,3,12,aslsearch,test,http://www.aslsearch.com/signs/videos/command.mp4,1,40184,180,62,546,400,order
4594,25,-1,1,10,12,aslsearch,train,http://www.aslsearch.com/signs/videos/outdoors.mp4,0,40476,180,55,542,400,outside
4595,25,-1,1,11,12,aslsearch,train,http://www.aslsearch.com/signs/videos/out.mp4,1,40477,168,53,542,400,outside
2124,25,-1,1,16,41,aslsearch,test,http://www.aslsearch.com/signs/videos/party.mp4,0,41325,173,38,556,400,party
2127,25,-1,1,4,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/6/6164.mp4,0,41453,67,14,216,192,past
2128,25,-1,1,5,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9194.mp4,0,41454,43,3,212,192,past
2130,25,-1,1,10,41,aslsearch,test,http://www.aslsearch.com/signs/videos/past.mp4,0,41457,196,38,478,400,past
2773,25,-1,1,12,12,aslsearch,test,http://www.aslsearch.com/signs/videos/perception.mp4,0,42256,187,54,557,400,perspective
722,25,-1,1,7,41,aslsearch,val,http://www.aslsearch.com/signs/videos/pizza.mp4,1,42977,226,34,486,400,pizza
739,25,-1,1,15,12,aslsearch,train,http://www.aslsearch.com/signs/videos/act.mp4,0,43179,190,47,561,400,play
740,25,-1,1,16,41,aslsearch,train,http://www.aslsearch.com/signs/videos/play.mp4,0,43180,182,37,559,400,play
3639,25,-1,1,4,12,aslsearch,train,http://www.aslsearch.com/signs/videos/point.mp4,0,43462,175,54,561,400,point
2155,25,-1,1,4,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9822.mp4,0,44088,71,12,212,192,practice
2157,25,-1,1,8,12,aslsearch,train,http://www.aslsearch.com/signs/videos/practice.mp4,0,44091,189,56,559,400,practice
2167,25,-1,1,10,12,aslsearch,val,http://www.aslsearch.com/signs/videos/president.mp4,0,44378,178,53,587,400,president
1608,25,-1,1,12,12,aslsearch,val,http://www.aslsearch.com/signs/videos/problem.mp4,0,44691,179,53,554,400,problem
3683,25,-1,1,15,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/9/9416.mp4,0,46300,68,14,213,192,ready
3674,25,-1,1,1,12,aslsearch,train,http://www.aslsearch.com/signs/videos/ready.mp4,0,46305,179,48,548,400,ready
965,25,-1,1,6,12,aslsearch,val,http://www.aslsearch.com/signs/videos/correct.mp4,0,48124,163,54,523,400,right
966,25,-1,1,8,12,aslsearch,test,http://www.aslsearch.com/signs/videos/right.mp4,1,48126,147,49,540,398,right
1242,25,-1,1,16,41,aslsearch,val,http://www.aslsearch.com/signs/videos/box.mp4,1,48521,219,42,516,400,room
979,25,-1,1,12,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/8/8808.mp4,1,49183,65,11,211,192,same
980,25,-1,1,17,12,aslsearch,train,http://www.aslsearch.com/signs/videos/same.mp4,1,49188,199,48,574,400,same
2208,25,-1,1,10,12,aslsearch,val,http://www.aslsearch.com/signs/videos/sandwich.mp4,0,49255,194,46,549,400,sandwich
747,25,-1,1,13,41,aslsearch,val,http://www.aslsearch.com/signs/videos/school.mp4,0,49606,232,33,483,400,school
3714,25,-1,1,12,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23767.mp4,1,49702,82,18,199,192,score
3715,25,-1,1,16,41,aslsearch,train,http://www.aslsearch.com/signs/videos/score.mp4,0,49706,241,38,495,400,score
762,25,-1,1,18,12,aslsearch,val,http://www.aslsearch.com/signs/videos/secretary.mp4,0,50052,194,49,571,400,secretary
512,25,-1,1,23,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/6/6249.mp4,0,51067,65,12,216,192,shirt
513,25,-1,1,24,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/7/7169.mp4,0,51068,71,14,224,192,shirt
503,25,-1,1,11,12,aslsearch,val,http://www.aslsearch.com/signs/videos/shirt.mp4,0,51081,178,51,567,400,shirt
5869,25,-1,1,10,12,aslsearch,train,http://www.aslsearch.com/signs/videos/unbelievable.mp4,0,51114,120,55,586,400,shock
773,25,-1,1,16,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/9/9192.mp4,0,51233,47,13,217,192,short
774,25,-1,1,18,12,aslsearch,train,http://www.aslsearch.com/signs/videos/short2.mp4,1,51235,208,61,565,400,short
775,25,-1,1,19,12,aslsearch,train,http://www.aslsearch.com/signs/videos/short.mp4,0,51236,176,54,564,400,short
1257,25,-1,1,17,12,aslsearch,train,http://www.aslsearch.com/signs/videos/show.mp4,0,51360,190,50,540,400,show
2219,25,-1,1,26,12,aslsearch,train,http://www.aslsearch.com/signs/videos/sign.mp4,0,51637,194,52,582,400,sign
2839,25,-1,1,7,12,aslsearch,train,http://www.aslsearch.com/signs/videos/absurd.mp4,0,51712,197,48,558,400,silly
2840,25,-1,1,8,12,aslsearch,train,http://www.aslsearch.com/signs/videos/absurd.mp4,0,51713,197,48,558,400,silly
988,25,-1,1,14,12,aslsearch,train,http://www.aslsearch.com/signs/videos/son.mp4,0,53279,188,53,566,400,son
3769,25,-1,1,9,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9165.mp4,0,53707,79,16,220,192,speech
3770,25,-1,1,11,12,aslsearch,train,http://www.aslsearch.com/signs/videos/speech2.mp4,1,53709,184,47,573,400,speech
3771,25,-1,1,12,12,aslsearch,train,http://www.aslsearch.com/signs/videos/speech.mp4,0,53710,198,51,575,400,speech
1639,25,-1,1,6,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9726.mp4,1,54563,35,10,208,192,stay
1641,25,-1,1,11,41,aslsearch,train,http://www.aslsearch.com/signs/videos/stay.mp4,1,54567,232,35,484,400,stay
518,25,-1,1,9,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23174.mp4,0,55369,58,23,208,192,study
521,25,-1,1,17,12,aslsearch,test,http://www.aslsearch.com/signs/videos/study.mp4,0,55375,190,52,574,400,study
1284,25,-1,1,11,12,aslsearch,train,http://www.aslsearch.com/signs/videos/accept.mp4,1,56704,177,46,579,400,take
1285,25,-1,1,12,12,aslsearch,val,http://www.aslsearch.com/signs/videos/take.mp4,0,56705,196,52,574,400,take
524,25,-1,1,2,12,aslsearch,train,http://www.aslsearch.com/signs/videos/tall.mp4,1,56852,205,53,569,400,tall
998,25,-1,1,11,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9495.mp4,0,57286,73,13,209,192,tell
999,25,-1,1,12,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9828.mp4,0,57287,76,11,211,192,tell
1000,25,-1,1,16,12,aslsearch,train,http://www.aslsearch.com/signs/videos/tell.mp4,0,57291,186,52,541,400,tell
332,25,-1,1,18,10,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/23/23653.mp4,0,57640,65,16,209,192,thanksgiving
333,25,-1,1,19,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9026.mp4,0,57641,64,16,214,192,thanksgiving
322,25,-1,1,5,12,aslsearch,train,http://www.aslsearch.com/signs/videos/thanksgiving.mp4,0,57647,171,50,538,400,thanksgiving
165,25,-1,1,2,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22387.mp4,1,57949,66,21,206,192,thin
167,25,-1,1,7,12,aslsearch,train,http://www.aslsearch.com/signs/videos/skinny.mp4,0,57953,214,53,566,400,thin
3838,25,-1,1,5,10,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/24/24292.mp4,1,58658,53,15,242,192,toast
3840,25,-1,1,10,12,aslsearch,val,http://www.aslsearch.com/signs/videos/toast.mp4,0,58661,168,53,531,400,toast
2929,25,-1,1,6,12,aslsearch,train,http://www.aslsearch.com/signs/videos/current.mp4,0,58687,182,57,554,400,today
3856,25,-1,1,3,12,aslsearch,train,http://www.aslsearch.com/signs/videos/city.mp4,0,59155,200,56,557,400,town
1676,25,-1,1,9,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14028.mp4,0,59214,53,10,216,192,trade
1677,25,-1,1,10,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/8/8890.mp4,0,59215,59,11,215,192,trade
1678,25,-1,1,11,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/8/8891.mp4,0,59216,52,8,224,192,trade
1679,25,-1,1,14,41,aslsearch,train,http://www.aslsearch.com/signs/videos/exchange.mp4,0,59219,213,49,508,400,trade
2291,25,-1,1,15,12,aslsearch,train,http://www.aslsearch.com/signs/videos/train.mp4,0,59320,190,48,556,400,train
1687,25,-1,1,12,12,aslsearch,val,http://www.aslsearch.com/signs/videos/journey.mp4,0,59506,139,68,559,400,travel
2296,25,-1,1,5,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9814.mp4,0,60354,44,7,226,192,ugly
2297,25,-1,1,9,12,aslsearch,train,http://www.aslsearch.com/signs/videos/ugly.mp4,1,60357,164,51,555,400,ugly
6022,25,-1,1,2,12,aslsearch,train,http://www.aslsearch.com/signs/videos/upset.mp4,0,60956,170,61,550,400,upset
1019,25,-1,1,15,41,aslsearch,val,http://www.aslsearch.com/signs/videos/visit.mp4,0,61819,229,38,481,400,visit
2957,25,-1,1,8,41,aslsearch,train,http://www.aslsearch.com/signs/videos/voice.mp4,0,61924,233,38,487,400,voice
2967,25,-1,1,7,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9190.mp4,0,61987,78,16,212,192,vomit
2968,25,-1,1,10,41,aslsearch,val,http://www.aslsearch.com/signs/videos/vomit.mp4,0,61990,239,40,488,400,vomit
1031,25,-1,1,14,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9671.mp4,0,62107,61,9,208,192,wait
