,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,gloss
1735,25,-1,1,12,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Balance-AwfklIGgTfY.mp4,0,4797,668,57,1883,1080,balance
1736,25,-1,1,13,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Balance-pPmpPMWBoj4.mp4,0,4798,710,67,1696,1080,balance
1737,25,-1,1,14,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466648468.2435.mp4,0,4799,101,23,578,480,balance
1371,25,-1,1,3,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20ball-u7YdwN89Leg.mp4,0,4851,380,13,816,480,ball
1372,25,-1,1,4,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466648644.5380.mp4,0,4852,95,20,565,480,ball
3090,25,-1,1,10,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466648685.4078.mp4,0,4870,61,22,597,480,balloon
3091,25,-1,1,12,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/7/7188.mp4,0,4872,88,16,216,192,balloon
1745,25,-1,1,13,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Banana%202-7dm2Wk8HYIY.mp4,0,4898,788,60,1758,1076,banana
1746,25,-1,1,14,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Banana-RGPODsAV9n4.mp4,0,4899,845,59,1751,1079,banana
5113,25,-1,1,10,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Barely-nNKYaJoLcAg.mp4,0,5064,574,71,1487,1080,barely
5114,25,-1,1,11,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Barely-ryddUQAEV_0.mp4,0,5065,424,63,1572,1067,barely
5115,25,-1,1,12,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Barely-Z6xFskorahw.mp4,0,5066,504,82,1599,1078,barely
1070,25,-1,1,6,13,asldeafined,test,https://media.asldeafined.com/vocabulary/1466648932.5606.mp4,0,5089,124,30,502,480,bar
1071,25,-1,1,7,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468757192.2435.mp4,0,5090,147,6,522,480,bar
815,25,-1,1,5,31,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Basketball-oRhzgMwL96w.mp4,0,5232,589,135,1479,1069,basketball
816,25,-1,1,6,60,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20basketball.mp4,0,5233,248,9,595,360,basketball
817,25,-1,1,7,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466649529.6905.mp4,0,5234,43,22,593,480,basketball
1747,25,-1,1,3,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/beard.mp4,0,5470,203,19,556,414,beard
1748,25,-1,1,4,4,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Beard-nm7gopWGZw8.mp4,0,5471,485,33,1646,1080,beard
1749,25,-1,1,5,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466650094.4952.mp4,0,5472,106,27,550,480,beard
1758,25,-1,1,4,4,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Because-v-z0cVFWk_g.mp4,0,5600,680,56,1684,1080,because
1759,25,-1,1,5,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466680910.2916.mp4,0,5601,42,20,530,480,because
361,25,-1,1,6,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bed%204-Y5FkAjWcqcw.mp4,0,5632,639,79,1541,1080,bed
362,25,-1,1,7,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bed-Btm85a-1LuM.mp4,0,5633,697,82,1644,1068,bed
363,25,-1,1,8,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466681104.4565.mp4,0,5634,126,20,533,480,bed
41,25,-1,1,14,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Last-0SLfkAHELAs.mp4,0,5731,570,98,1535,1080,before
42,25,-1,1,15,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466681314.2550.mp4,0,5732,103,25,528,480,before
43,25,-1,1,16,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466681379.1244.mp4,1,5733,95,23,533,480,before
44,25,-1,1,17,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468755772.9751.mp4,0,5734,129,0,555,480,before
4062,25,-1,1,11,59,asldeafined,test,https://media.asldeafined.com/vocabulary/1466682008.3990.mp4,0,6194,128,9,578,480,big
4055,25,-1,1,3,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14400.mp4,0,6199,57,9,232,192,big
4056,25,-1,1,4,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/9/9557.mp4,0,6200,36,7,235,192,big
580,25,-1,1,3,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bird-9B3c2F8jE7M.mp4,0,6333,726,78,1601,1077,bird
581,25,-1,1,4,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bird-FoeeEapec3M.mp4,0,6334,656,92,1563,1064,bird
223,25,-1,1,5,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Black-Mr3gdFh3A28.mp4,0,6473,544,60,1618,1080,black
224,25,-1,1,6,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466682549.1836.mp4,0,6474,77,18,515,480,black
225,25,-1,1,8,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/6/6787.mp4,0,6476,58,15,216,192,black
1386,25,-1,1,2,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Blanket-PGnWLYRHS4Y.mp4,0,6554,387,45,1893,1080,blanket
1387,25,-1,1,3,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466682724.4542.mp4,0,6555,103,13,524,480,blanket
380,25,-1,1,4,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bowling%203-SF414zqKaLY.mp4,0,7391,685,146,1545,1080,bowling
381,25,-1,1,5,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bowling-i2ibKcoIOSY.mp4,0,7392,627,134,1450,1069,bowling
382,25,-1,1,6,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bowling-VJCD8tZiLhc.mp4,0,7393,428,47,1680,1080,bowling
1085,25,-1,1,15,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Brother%202-aDl0aYDbAkw.mp4,0,7935,862,50,1769,1080,brother
1086,25,-1,1,16,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Brother-JV5uq2ITsh4.mp4,0,7936,832,57,1738,1080,brother
1077,25,-1,1,3,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Brother.mp4,0,7937,248,12,612,360,brother
1401,25,-1,1,12,32,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Buy%202-8DpqiNo5tl4.mp4,0,8484,720,71,1645,1080,buy
1402,25,-1,1,13,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Buy.mp4,0,8485,441,65,911,720,buy
4091,25,-1,1,9,39,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20California%204-gJC4WFeyK6w.mp4,0,8672,725,44,1697,1080,california
4092,25,-1,1,10,39,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20California-5Q0SCrk6bb0.mp4,0,8673,801,60,1722,1064,california
4093,25,-1,1,11,17,asldeafined,test,https://media.asldeafined.com/vocabulary/1471143789.4850.mp4,0,8674,63,14,606,480,california
1412,25,-1,1,17,17,asldeafined,train,https://media.asldeafined.com/vocabulary/1471143923.4012.mp4,1,8692,22,19,586,480,call
1413,25,-1,1,19,15,asldeafined,val,https://media.asldeafined.com/vocabulary/1527808150.9457.mp4,0,8694,85,23,532,480,call
1414,25,-1,1,28,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/6/6738.mp4,0,8701,57,13,216,192,call
95,25,-1,1,8,39,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy%2C%20It%27s%20Nothing-YX3NQ7iEwiE.mp4,0,8918,774,153,1499,1080,candy
96,25,-1,1,9,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy-v1iNoQ1DZ7c.mp4,1,8919,647,60,1538,1065,candy
97,25,-1,1,10,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cute-Dl2ekdgVRTg.mp4,0,8920,675,65,1529,1060,candy
397,25,-1,1,13,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1522766215.7563.mp4,0,8938,110,29,555,480,can
398,25,-1,1,17,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7817.mp4,0,8942,76,18,237,192,can
1788,25,-1,1,12,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Careful.mp4,0,9181,422,53,906,720,careful
1789,25,-1,1,13,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466727394.8230.mp4,0,9182,68,24,551,480,careful
4106,25,-1,1,11,38,startasl,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/carrot.mp4,0,9307,399,57,808,720,carrot
4107,25,-1,1,12,32,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Carrot-1PNIJ1yFCD0.mp4,0,9308,675,85,1612,1072,carrot
4108,25,-1,1,13,4,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Carrot%202-Rg8mCLofZaQ.mp4,0,9309,338,29,1026,717,carrot
2393,25,-1,1,2,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Catch%2C%20Capture-OZ7GNRw1vSI.mp4,0,9459,573,54,1868,1080,catch
2397,25,-1,1,7,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466728397.505.mp4,0,9461,121,14,519,480,catch
1089,25,-1,1,7,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/23/23063.mp4,0,9532,84,21,216,192,cat
1090,25,-1,1,8,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23064.mp4,0,9533,83,20,218,192,cat
2417,25,-1,1,11,4,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Champ%20copy-sWfCMQbdNJA.mp4,0,9917,665,76,1690,1080,champion
2418,25,-1,1,12,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Champ-fzzl8DJRa-I.mp4,0,9918,696,67,1705,1080,champion
2419,25,-1,1,13,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Champion%20-w2Z5s9MvegE.mp4,0,9919,518,91,1605,1080,champion
594,25,-1,1,11,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Change%202-Xhf4WPaB3tY.mp4,0,9954,753,142,1517,1080,change
595,25,-1,1,13,52,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Change%2C%20Mutation%2C%20Transformation-EW5b3lokmuw.mp4,0,9955,367,6,827,480,change
596,25,-1,1,14,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Change-f_fl73dep8U.mp4,0,9956,736,143,1527,1080,change
1799,25,-1,1,5,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Good%20Talk-HQWkyLuEKLg.mp4,0,10106,512,70,1708,1080,chat
1800,25,-1,1,6,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466730715.6615.mp4,0,10107,105,20,583,480,chat
848,25,-1,1,9,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cheat%203-Sldnni0vyBw.mp4,1,10149,533,84,1561,1080,cheat
850,25,-1,1,12,4,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cheat%20copy-Ct97K7sCACc.mp4,0,10151,396,69,1686,1080,cheat
852,25,-1,1,20,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14045.mp4,0,10157,64,10,209,192,cheat
1099,25,-1,1,3,59,asldeafined,test,https://media.asldeafined.com/vocabulary/1466731128.19.mp4,1,10186,70,23,543,480,check
1100,25,-1,1,4,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466731165.5151.mp4,0,10187,88,23,501,480,check
3184,25,-1,1,9,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Child-WrFMVymtcRs.mp4,0,10445,616,61,1702,1079,child
3185,25,-1,1,10,32,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Short-bjSx00_gSOs.mp4,0,10446,693,70,1631,1073,child
3186,25,-1,1,11,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466732333.9614.mp4,0,10447,50,24,520,480,child
863,25,-1,1,18,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Community%2C%20City-ullwVrgZsPE.mp4,0,10894,569,84,1595,1077,city
856,25,-1,1,3,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466898554.85.mp4,0,10895,98,9,579,480,city
1113,25,-1,1,13,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466898679.4866.mp4,0,10970,110,16,585,480,class
1114,25,-1,1,15,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9005.mp4,0,10972,65,17,213,192,class
1427,25,-1,1,4,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cold-u2a1DwJhmrQ.mp4,0,11624,593,70,1468,1080,cold
1428,25,-1,1,5,39,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cold-V5nv_yk_Ah8.mp4,0,11625,624,133,1621,1072,cold
1429,25,-1,1,7,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Cold.mp4,0,11627,411,31,1128,720,cold
26,25,-1,1,17,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%203-ZIm7kG5ie_M.mp4,0,12314,257,38,1684,1080,computer
27,25,-1,1,18,4,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%205-wOn7bu44o4s.mp4,1,12315,436,35,1765,1080,computer
28,25,-1,1,19,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%201-_2YnCKHJy6U.mp4,2,12316,412,18,1698,1080,computer
29,25,-1,1,20,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%202-_HHzYqXw-xU.mp4,2,12317,473,44,1708,1080,computer
1836,25,-1,1,3,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Convince-x7kJUcT3Qjc.mp4,1,13137,680,63,1789,1080,convince
1837,25,-1,1,4,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468725280.2519.mp4,1,13138,120,0,509,480,convince
239,25,-1,1,11,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cool-5aJkQai-PKc.mp4,0,13200,586,95,1564,1080,cool
240,25,-1,1,12,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466903138.2211.mp4,1,13201,125,18,533,480,cool
242,25,-1,1,14,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466903216.3416.mp4,0,13202,114,30,509,480,cool
243,25,-1,1,15,17,asldeafined,val,https://media.asldeafined.com/vocabulary/1472219365.8123.mp4,2,13203,73,31,560,480,cool
613,25,-1,1,6,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Corn-o98GdAgQyjY.mp4,0,13327,382,27,1022,719,corn
614,25,-1,1,7,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Corn-QaahtFHvNxI.mp4,0,13328,677,75,1599,1074,corn
615,25,-1,1,8,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466903438.4804.mp4,0,13329,87,24,522,480,corn
4187,25,-1,1,7,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466903512.8429.mp4,1,13352,126,24,523,480,correct
4188,25,-1,1,9,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22112.mp4,0,13354,63,20,204,192,correct
1852,25,-1,1,15,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Country-Htom5pC0IUU.mp4,0,13545,779,79,1666,1080,country
1844,25,-1,1,1,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466904058.6403.mp4,0,13546,140,17,593,480,country
1845,25,-1,1,4,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23151.mp4,0,13549,89,22,221,192,country
111,25,-1,1,8,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466904377.9296.mp4,0,13634,99,24,512,480,cousin
112,25,-1,1,9,59,asldeafined,test,https://media.asldeafined.com/vocabulary/1466904400.1624.mp4,0,13635,59,25,528,480,cousin
113,25,-1,1,10,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1539177107.4884.mp4,0,13636,55,27,520,480,cousin
622,25,-1,1,2,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cow-6-hRTBII8CE.mp4,0,13697,413,77,1655,1080,cow
623,25,-1,1,3,31,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Cow%202.mp4,1,13698,477,60,1068,716,cow
1861,25,-1,1,16,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/24/24332.mp4,1,13803,40,15,252,192,crash
1855,25,-1,1,3,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/24/24333.mp4,1,13804,43,13,243,192,crash
1856,25,-1,1,4,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/24/24334.mp4,1,13805,46,17,239,192,crash
1119,25,-1,1,4,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466905512.2250.mp4,0,14177,116,29,505,480,cry
1120,25,-1,1,7,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14521.mp4,0,14180,68,10,229,192,cry
639,25,-1,1,3,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Dark-AYvdy-XWNNg.mp4,0,14674,479,31,1735,1080,dark
640,25,-1,1,4,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466906377.6228.mp4,0,14675,56,29,620,480,dark
641,25,-1,1,5,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466906399.7678.mp4,1,14676,79,26,581,480,dark
1464,25,-1,1,13,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Daughter%20Old-v4cNSS7EQus.mp4,0,14751,412,40,1642,1080,daughter
1465,25,-1,1,14,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Daughter--CRawrGay1g.mp4,0,14752,867,55,1730,1075,daughter
1466,25,-1,1,15,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466906650.7965.mp4,0,14753,110,18,533,480,daughter
1868,25,-1,1,13,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Day-KOvfQg--Y9U.mp4,0,14794,607,61,1500,1080,day
1869,25,-1,1,14,46,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Day-mcGOqOlbRDg.mp4,0,14795,436,15,1317,1080,day
123,25,-1,1,12,45,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf-bHRhz2geOTA.mp4,0,14885,727,115,1483,1078,deaf
124,25,-1,1,13,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Deaf.mp4,0,14886,445,35,1030,709,deaf
126,25,-1,1,15,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466906743.302.mp4,0,14887,111,30,517,480,deaf
872,25,-1,1,2,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Decide%2C%20Definitely-a6H-G5Vhz6w.mp4,0,15034,678,71,1667,1080,decide
873,25,-1,1,3,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466909021.4675.mp4,0,15035,124,18,613,480,decide
3232,25,-1,1,10,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466907412.9093.mp4,0,15096,53,11,576,480,decorate
3224,25,-1,1,1,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14302.mp4,1,15099,64,9,213,192,decorate
2448,25,-1,1,12,6,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Delay-nXXvCpAldrI.mp4,0,15321,532,69,1457,1080,delay
2449,25,-1,1,13,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Delay.mp4,0,15322,451,41,1123,720,delay
2450,25,-1,1,14,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468756474.6417.mp4,0,15323,139,0,531,480,delay
2452,25,-1,1,2,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Delicious%203-rfAdArfzx2Q.mp4,0,15364,693,122,1620,1071,delicious
2453,25,-1,1,3,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Delicious-z4EGd4Y2TOs.mp4,0,15365,673,118,1564,1065,delicious
3262,25,-1,1,8,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20dirty%202-F9CzOjI2MPo.mp4,0,16406,350,14,806,480,dirty
3263,25,-1,1,9,21,asldeafined,test,https://media.asldeafined.com/vocabulary/1467770287.2443.mp4,0,16407,42,12,529,480,dirty
3264,25,-1,1,11,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/14/14236.mp4,0,16409,55,11,204,192,dirty
