,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,gloss
2347,25,-1,1,16,12,aslsearch,train,http://www.aslsearch.com/signs/videos/argue.mp4,0,3282,175,50,553,400,argue
1732,25,-1,1,7,19,elementalasl,train,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/balance.mov,0,4795,69,12,255,180,balance
1734,25,-1,1,11,2,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/244081.mp4,0,4796,31,2,279,240,balance
1735,25,-1,1,12,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Balance-AwfklIGgTfY.mp4,0,4797,668,57,1883,1080,balance
1736,25,-1,1,13,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Balance-pPmpPMWBoj4.mp4,0,4798,710,67,1696,1080,balance
1737,25,-1,1,14,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466648468.2435.mp4,0,4799,101,23,578,480,balance
1728,25,-1,1,2,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23213.mp4,0,4801,77,26,210,192,balance
1729,25,-1,1,3,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/23/23214.mp4,0,4802,86,26,197,192,balance
1730,25,-1,1,4,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23215.mp4,0,4803,60,26,234,192,balance
1733,25,-1,1,10,41,aslsearch,val,http://www.aslsearch.com/signs/videos/balance.mp4,0,4806,205,38,503,400,balance
821,25,-1,1,14,8,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/455487.mp4,0,5229,52,0,246,240,basketball
813,25,-1,1,3,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/basketball.mp4,0,5230,172,1,601,414,basketball
814,25,-1,1,4,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Basketball%202-F0BtTtlPR7c.mp4,0,5231,678,144,1591,1078,basketball
815,25,-1,1,5,31,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Basketball-oRhzgMwL96w.mp4,0,5232,589,135,1479,1069,basketball
816,25,-1,1,6,60,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20basketball.mp4,0,5233,248,9,595,360,basketball
817,25,-1,1,7,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466649529.6905.mp4,0,5234,43,22,593,480,basketball
818,25,-1,1,11,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23590.mp4,0,5238,76,19,215,192,basketball
822,25,-1,1,16,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/6/6341.mp4,0,5239,71,15,221,192,basketball
823,25,-1,1,20,12,aslsearch,train,http://www.aslsearch.com/signs/videos/basketball.mp4,0,5243,160,42,557,400,basketball
358,25,-1,1,3,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/123626.mp4,0,5629,64,12,265,240,bed
359,25,-1,1,4,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/bed.mp4,0,5630,413,57,807,720,bed
361,25,-1,1,6,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bed%204-Y5FkAjWcqcw.mp4,0,5632,639,79,1541,1080,bed
363,25,-1,1,8,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466681104.4565.mp4,0,5634,126,20,533,480,bed
364,25,-1,1,10,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23233.mp4,0,5636,72,23,218,192,bed
366,25,-1,1,12,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23908.mp4,0,5637,74,18,192,192,bed
369,25,-1,1,16,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6637.mp4,0,5638,72,17,219,192,bed
357,25,-1,1,2,12,aslsearch,train,http://www.aslsearch.com/signs/videos/bed.mp4,0,5644,170,52,534,400,bed
45,25,-1,1,20,38,startasl,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/before.mp4,1,5727,386,45,810,720,before
38,25,-1,1,11,46,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-kM8O_piLegw.mp4,1,5729,300,12,1202,1080,before
39,25,-1,1,12,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-Se78WI3j-mI.mp4,1,5730,712,64,1652,1080,before
41,25,-1,1,14,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Last-0SLfkAHELAs.mp4,0,5731,570,98,1535,1080,before
42,25,-1,1,15,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466681314.2550.mp4,0,5732,103,25,528,480,before
43,25,-1,1,16,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1466681379.1244.mp4,1,5733,95,23,533,480,before
44,25,-1,1,17,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468755772.9751.mp4,0,5734,129,0,555,480,before
46,25,-1,1,23,10,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/22/22829.mp4,1,5739,74,23,209,192,before
47,25,-1,1,24,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22831.mp4,1,5740,90,22,203,192,before
48,25,-1,1,25,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/5/5971.mp4,0,5741,65,9,219,192,before
50,25,-1,1,27,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9194.mp4,0,5743,43,3,212,192,before
36,25,-1,1,9,12,aslsearch,train,http://www.aslsearch.com/signs/videos/before3.mp4,0,5749,167,52,512,400,before
37,25,-1,1,10,12,aslsearch,val,http://www.aslsearch.com/signs/videos/before.mp4,1,5750,171,52,513,400,before
387,25,-1,1,13,2,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/125215.mp4,0,7388,55,13,258,240,bowling
378,25,-1,1,2,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/bowling.mp4,0,7389,424,56,833,720,bowling
381,25,-1,1,5,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bowling-i2ibKcoIOSY.mp4,0,7392,627,134,1450,1069,bowling
382,25,-1,1,6,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bowling-VJCD8tZiLhc.mp4,0,7393,428,47,1680,1080,bowling
383,25,-1,1,7,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466684977.5374.mp4,0,7394,106,23,557,480,bowling
384,25,-1,1,10,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14322.mp4,0,7397,69,12,217,192,bowling
388,25,-1,1,15,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/14/14420.mp4,0,7398,84,17,226,192,bowling
389,25,-1,1,16,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14421.mp4,0,7399,68,10,222,192,bowling
390,25,-1,1,17,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/6/6345.mp4,0,7400,89,9,213,192,bowling
1081,25,-1,1,9,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/125568.mp4,0,7932,51,5,257,240,brother
1083,25,-1,1,13,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/brother.mp4,0,7933,196,13,529,414,brother
1084,25,-1,1,14,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Boy%20Same%2C%20Brother%202--xhd1F9dpYc.mp4,0,7934,829,61,1761,1080,brother
1085,25,-1,1,15,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Brother%202-aDl0aYDbAkw.mp4,0,7935,862,50,1769,1080,brother
1086,25,-1,1,16,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Brother-JV5uq2ITsh4.mp4,0,7936,832,57,1738,1080,brother
1077,25,-1,1,3,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Brother.mp4,0,7937,248,12,612,360,brother
1078,25,-1,1,4,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466724511.7331.mp4,0,7938,98,28,530,480,brother
1079,25,-1,1,6,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/5/5783.mp4,0,7940,68,8,212,192,brother
1082,25,-1,1,12,12,aslsearch,train,http://www.aslsearch.com/signs/videos/brother.mp4,0,7943,173,61,561,400,brother
1409,25,-1,1,14,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Call%20copy-Y2Mgkkiy_xA.mp4,1,8689,523,23,1639,1080,call
1410,25,-1,1,15,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Call-ypM7UO3bocI.mp4,0,8690,741,149,1483,1080,call
1411,25,-1,1,16,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466726118.1106.mp4,1,8691,96,17,536,480,call
1412,25,-1,1,17,17,asldeafined,train,https://media.asldeafined.com/vocabulary/1471143923.4012.mp4,1,8692,22,19,586,480,call
1413,25,-1,1,19,15,asldeafined,val,https://media.asldeafined.com/vocabulary/1527808150.9457.mp4,0,8694,85,23,532,480,call
1414,25,-1,1,28,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/6/6738.mp4,0,8701,57,13,216,192,call
1415,25,-1,1,29,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6918.mp4,0,8702,75,14,229,192,call
1405,25,-1,1,4,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/8/8872.mp4,1,8706,67,11,215,192,call
1406,25,-1,1,6,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/9/9229.mp4,1,8707,51,14,208,192,call
1408,25,-1,1,13,12,aslsearch,train,http://www.aslsearch.com/signs/videos/call.mp4,0,8713,162,51,538,400,call
103,25,-1,1,18,56,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/51294.mp4,1,8915,23,0,286,240,candy
93,25,-1,1,6,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/candy.mp4,1,8916,163,14,517,414,candy
94,25,-1,1,7,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy%2C%20It%27s%20Nothing%202-dsVi-FR4eBg.mp4,0,8917,784,153,1501,1080,candy
95,25,-1,1,8,39,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy%2C%20It%27s%20Nothing-YX3NQ7iEwiE.mp4,0,8918,774,153,1499,1080,candy
96,25,-1,1,9,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy-v1iNoQ1DZ7c.mp4,1,8919,647,60,1538,1065,candy
97,25,-1,1,10,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cute-Dl2ekdgVRTg.mp4,0,8920,675,65,1529,1060,candy
98,25,-1,1,11,17,asldeafined,train,https://media.asldeafined.com/vocabulary/1471144833.8086.mp4,1,8921,66,24,572,480,candy
104,25,-1,1,21,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/7/7906.mp4,1,8925,78,15,233,192,candy
92,25,-1,1,5,12,aslsearch,val,http://www.aslsearch.com/signs/videos/candy.mp4,1,8929,153,55,539,400,candy
598,25,-1,1,17,66,elementalasl,train,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/change.mov,0,9949,94,12,223,180,change
591,25,-1,1,5,2,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/125921.mp4,0,9950,64,4,266,240,change
593,25,-1,1,10,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/change.mp4,0,9953,423,55,817,720,change
594,25,-1,1,11,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Change%202-Xhf4WPaB3tY.mp4,0,9954,753,142,1517,1080,change
595,25,-1,1,13,52,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Change%2C%20Mutation%2C%20Transformation-EW5b3lokmuw.mp4,0,9955,367,6,827,480,change
597,25,-1,1,15,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466729718.948.mp4,0,9957,112,19,561,480,change
599,25,-1,1,19,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468760882.9730.mp4,0,9960,149,0,591,480,change
600,25,-1,1,22,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14623.mp4,0,9963,80,14,203,192,change
589,25,-1,1,2,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/5/5424.mp4,0,9966,48,11,215,192,change
590,25,-1,1,3,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/5/5425.mp4,0,9967,65,13,222,192,change
592,25,-1,1,7,12,aslsearch,train,http://www.aslsearch.com/signs/videos/change.mp4,0,9970,190,56,551,400,change
845,25,-1,1,6,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/125942.mp4,0,10147,39,1,239,240,cheat
847,25,-1,1,8,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cheat%202-KsLHDSh6t7M.mp4,0,10148,521,52,1638,1080,cheat
848,25,-1,1,9,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cheat%203-Sldnni0vyBw.mp4,1,10149,533,84,1561,1080,cheat
850,25,-1,1,12,4,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cheat%20copy-Ct97K7sCACc.mp4,0,10151,396,69,1686,1080,cheat
852,25,-1,1,20,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14045.mp4,0,10157,64,10,209,192,cheat
853,25,-1,1,21,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14046.mp4,1,10158,75,13,197,192,cheat
854,25,-1,1,22,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/14/14047.mp4,1,10159,56,11,207,192,cheat
846,25,-1,1,7,12,aslsearch,train,http://www.aslsearch.com/signs/videos/cheat.mp4,1,10166,175,52,541,400,cheat
1104,25,-1,1,10,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/125943.mp4,0,10183,42,1,251,240,check
1097,25,-1,1,1,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Card-Ubjzc778qdo.mp4,1,10184,363,9,829,480,check
1098,25,-1,1,2,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Check-dhK71WnuPPQ.mp4,0,10185,619,69,1487,1079,check
1099,25,-1,1,3,59,asldeafined,test,https://media.asldeafined.com/vocabulary/1466731128.19.mp4,1,10186,70,23,543,480,check
1100,25,-1,1,4,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466731165.5151.mp4,0,10187,88,23,501,480,check
1101,25,-1,1,5,21,asldeafined,val,https://media.asldeafined.com/vocabulary/1468378356.4361.mp4,0,10188,40,12,587,480,check
1102,25,-1,1,7,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23211.mp4,0,10190,48,19,202,192,check
1105,25,-1,1,16,12,aslsearch,train,http://www.aslsearch.com/signs/videos/check4.mp4,0,10197,181,55,532,400,check
1106,25,-1,1,18,12,aslsearch,train,http://www.aslsearch.com/signs/videos/check.mp4,1,10199,184,50,542,400,check
1431,25,-1,1,11,56,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/399313.mp4,0,11621,59,16,263,240,cold
1425,25,-1,1,2,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cold.mp4,0,11622,210,16,540,414,cold
1426,25,-1,1,3,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20cold%203-YldGtQZmZYU.mp4,0,11623,380,16,825,480,cold
1427,25,-1,1,4,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cold-u2a1DwJhmrQ.mp4,0,11624,593,70,1468,1080,cold
1428,25,-1,1,5,39,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cold-V5nv_yk_Ah8.mp4,0,11625,624,133,1621,1072,cold
1429,25,-1,1,7,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Cold.mp4,0,11627,411,31,1128,720,cold
1430,25,-1,1,8,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466899767.7689.mp4,0,11628,116,29,513,480,cold
1432,25,-1,1,15,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22759.mp4,0,11633,88,22,216,192,cold
1433,25,-1,1,16,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/22/22867.mp4,0,11634,65,21,233,192,cold
1434,25,-1,1,17,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7159.mp4,0,11635,79,16,221,192,cold
1424,25,-1,1,1,12,aslsearch,test,http://www.aslsearch.com/signs/videos/cold.mp4,0,11638,180,57,551,400,cold
23,25,-1,1,13,56,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/51378.mp4,1,12311,27,0,313,240,computer
22,25,-1,1,6,38,startasl,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer-2.mp4,0,12312,422,50,824,720,computer
25,25,-1,1,16,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer.mp4,1,12313,409,51,833,720,computer
26,25,-1,1,17,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%203-ZIm7kG5ie_M.mp4,0,12314,257,38,1684,1080,computer
27,25,-1,1,18,4,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%205-wOn7bu44o4s.mp4,1,12315,436,35,1765,1080,computer
28,25,-1,1,19,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%201-_2YnCKHJy6U.mp4,2,12316,412,18,1698,1080,computer
29,25,-1,1,20,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%202-_HHzYqXw-xU.mp4,2,12317,473,44,1708,1080,computer
30,25,-1,1,21,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%204-1f6Cc5NXBgw.mp4,0,12318,365,45,1673,1080,computer
31,25,-1,1,22,45,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Republic%20of%20Congo-b6U1CIWIPIw.mp4,2,12319,494,99,1414,1077,computer
32,25,-1,1,23,59,asldeafined,test,https://media.asldeafined.com/vocabulary/1466901185.5915.mp4,1,12320,74,19,565,480,computer
33,25,-1,1,30,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/6/6011.mp4,0,12326,69,9,214,192,computer
34,25,-1,1,31,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6012.mp4,2,12327,63,0,218,192,computer
21,25,-1,1,3,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6326.mp4,1,12328,56,11,240,192,computer
24,25,-1,1,15,41,aslsearch,train,http://www.aslsearch.com/signs/videos/computer.mp4,1,12338,221,42,501,400,computer
1843,25,-1,1,17,43,elementalasl,train,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/convince.mov,1,13134,70,9,227,180,convince
1834,25,-1,1,1,0,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/58492.mp4,0,13135,48,7,253,240,convince
1835,25,-1,1,2,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Convince-QqwBIa-D10c.mp4,1,13136,526,111,1589,1080,convince
1836,25,-1,1,3,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Convince-x7kJUcT3Qjc.mp4,1,13137,680,63,1789,1080,convince
1837,25,-1,1,4,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468725280.2519.mp4,1,13138,120,0,509,480,convince
1840,25,-1,1,11,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23342.mp4,0,13143,86,17,228,192,convince
1841,25,-1,1,12,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23343.mp4,1,13144,89,20,203,192,convince
1842,25,-1,1,16,12,aslsearch,test,http://www.aslsearch.com/signs/videos/convince.mp4,1,13148,134,54,536,400,convince
237,25,-1,1,9,4,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cool%20cool-wonohTR_Bv4.mp4,2,13198,822,84,1608,1052,cool
238,25,-1,1,10,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cool%2C%20Cool%20Down-8l_h3RsEM-4.mp4,1,13199,609,80,1589,1080,cool
240,25,-1,1,12,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466903138.2211.mp4,1,13201,125,18,533,480,cool
242,25,-1,1,14,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466903216.3416.mp4,0,13202,114,30,509,480,cool
243,25,-1,1,15,17,asldeafined,val,https://media.asldeafined.com/vocabulary/1472219365.8123.mp4,2,13203,73,31,560,480,cool
245,25,-1,1,21,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22660.mp4,0,13208,85,20,219,192,cool
246,25,-1,1,22,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23043.mp4,2,13209,73,21,200,192,cool
233,25,-1,1,3,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/24/24134.mp4,1,13213,73,16,215,192,cool
235,25,-1,1,7,12,aslsearch,train,http://www.aslsearch.com/signs/videos/cool2.mp4,1,13216,154,51,527,400,cool
236,25,-1,1,8,12,aslsearch,train,http://www.aslsearch.com/signs/videos/cool.mp4,2,13217,161,50,520,400,cool
618,25,-1,1,14,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/184770.mp4,0,13323,12,0,271,240,corn
